date ,Organisme ,service ,moins de 1 an ,plus de 75 ans ,entre 1 et 75 ans ,TOTAL passages ,hospitalisés ,UHCD ,Transferts 
15/05/2013,CH de Wissembourg,Urgences ,0,7,19,26,5,2,0
15/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,16,65,81,34,7,2
15/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,32,49,6,5,0
15/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,12,0,0
15/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,67,69,3,3,0
15/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,20,72,92,34,0,0
15/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,33,35,4,0,0
15/05/2013,Clinique des Diaconesses,SOS Main,0,1,30,31,0,0,0
15/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,1,71,72,4,6,0
15/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
15/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
14/05/2013,CCOM,CCOM Chirurgie,0,2,28,30,2,0,0
14/05/2013,CH Altkirch,Upatou,0,4,38,42,4,1,1
14/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,10,0,34,44,7,0,0
14/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,27,101,128,15,8,0
14/05/2013,CH de Guebwiller,UHTCD,0,6,40,46,6,1,2
14/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,12,0,21,33,5,1,1
14/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,26,97,123,11,14,3
14/05/2013,CH de Saverne,S.A.U. (ADULTES),0,10,53,63,12,6,1
14/05/2013,CH de Saverne,PEDIATRIE,5,0,15,20,1,2,0
14/05/2013,CH de Sélestat,Acceuil des urgences,1,9,66,76,11,3,3
14/05/2013,CH de Thann,Urgences,0,5,32,37,4,0,0
14/05/2013,CH de Wissembourg,Urgences ,0,14,29,43,14,2,2
14/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,59,77,50,1,2
14/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,15,0,31,46,7,7,0
14/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,17,95,112,46,0,0
14/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),2,0,27,29,11,0,0
14/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,57,62,4,3,0
14/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,36,38,2,1,0
14/05/2013,Clinique des Diaconesses,SOS Main,0,2,35,37,0,0,0
14/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,5,69,74,6,12,3
14/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
14/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
13/05/2013,CCOM,CCOM Chirurgie,0,3,28,31,3,0,0
13/05/2013,CH Altkirch,Upatou,0,6,42,48,5,1,1
13/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,10,0,40,50,7,0,0
13/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,30,100,130,21,13,1
13/05/2013,CH de Guebwiller,UHTCD,0,4,32,36,1,1,1
13/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,9,0,27,36,8,3,0
13/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,23,96,120,17,5,4
13/05/2013,CH de Saverne,S.A.U. (ADULTES),0,12,48,60,18,4,0
13/05/2013,CH de Saverne,PEDIATRIE,0,0,13,13,3,0,0
13/05/2013,CH de Sélestat,Acceuil des urgences,1,8,76,85,12,3,3
13/05/2013,CH de Thann,Urgences,0,2,30,32,1,1,1
13/05/2013,CH de Wissembourg,Urgences ,0,8,38,46,12,1,1
13/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,66,83,45,3,1
13/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,12,0,41,53,11,12,0
13/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,29,30,16,0,0
13/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,96,111,39,0,0
13/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,51,54,2,1,0
13/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,5,34,40,3,1,1
13/05/2013,Clinique des Diaconesses,SOS Main,0,2,39,41,1,0,0
13/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,9,59,68,0,7,0
13/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
13/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
12/05/2013,CCOM,CCOM Chirurgie,0,2,9,11,0,0,0
12/05/2013,CH Altkirch,Upatou,1,8,25,34,4,1,0
12/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,57,64,9,0,0
12/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,12,112,124,23,9,0
12/05/2013,CH de Guebwiller,UHTCD,0,1,48,49,1,1,2
12/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,33,44,5,1,0
12/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,15,111,126,10,9,3
12/05/2013,CH de Saverne,PEDIATRIE,5,0,13,18,1,0,0
12/05/2013,CH de Saverne,S.A.U. (ADULTES),0,10,40,50,6,5,0
12/05/2013,CH de Sélestat,Acceuil des urgences,2,7,86,95,12,3,5
12/05/2013,CH de Thann,Urgences,0,6,47,53,2,0,0
12/05/2013,CH de Wissembourg,Urgences ,0,1,34,35,3,1,0
12/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,15,83,98,27,3,2
12/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,63,65,7,6,0
12/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,15,0,40,55,4,4,0
12/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,19,20,7,0,0
12/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,12,77,89,23,0,1
12/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,6,42,48,4,0,0
12/05/2013,Clinique des Diaconesses,SOS Main,0,4,22,26,0,0,0
12/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,2,79,82,0,4,0
12/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
12/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
11/05/2013,CCOM,CCOM Chirurgie,0,2,17,19,5,0,0
11/05/2013,CH Altkirch,Upatou,0,3,34,37,2,2,2
11/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,50,57,6,0,0
11/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,21,129,150,25,10,1
11/05/2013,CH de Guebwiller,UHTCD,0,2,30,32,4,2,1
11/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,30,40,7,1,0
11/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,29,121,150,16,15,1
11/05/2013,CH de Saverne,PEDIATRIE,1,0,15,16,2,0,0
11/05/2013,CH de Saverne,S.A.U. (ADULTES),0,11,42,53,10,4,2
11/05/2013,CH de Sélestat,Acceuil des urgences,2,12,70,84,10,3,1
11/05/2013,CH de Thann,Urgences,0,9,50,59,2,3,3
11/05/2013,CH de Wissembourg,Urgences ,0,3,42,45,6,0,2
11/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,20,89,109,38,7,3
11/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,6,90,96,29,0,0
11/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,11,0,58,69,15,14,1
11/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,11,0,0
11/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,55,57,5,5,0
11/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),2,7,50,59,5,0,0
11/05/2013,Clinique des Diaconesses,SOS Main,0,2,27,29,0,0,0
11/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,3,3,91,97,0,6,2
11/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
11/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
10/05/2013,CCOM,CCOM Chirurgie,0,2,23,25,4,0,0
10/05/2013,CH Altkirch,Upatou,0,5,33,38,4,1,1
10/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,47,56,9,0,1
10/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,27,129,156,24,11,3
10/05/2013,CH de Guebwiller,UHTCD,0,5,44,49,1,2,1
10/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,17,0,30,47,7,1,0
10/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,24,135,159,11,9,1
10/05/2013,CH de Saverne,PEDIATRIE,5,0,24,29,0,2,0
10/05/2013,CH de Saverne,S.A.U. (ADULTES),0,12,42,54,12,7,1
10/05/2013,CH de Sélestat,Acceuil des urgences,4,10,87,101,19,5,3
10/05/2013,CH de Thann,Urgences,1,14,39,54,3,3,3
10/05/2013,CH de Wissembourg,Urgences ,0,6,31,37,7,0,3
10/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,22,59,81,50,10,2
10/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,0,0,51,51,1,1,0
10/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,18,80,98,39,0,0
10/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,9,0,26,35,5,5,0
10/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,9,0,0
10/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,4,37,42,6,0,1
10/05/2013,Clinique des Diaconesses,SOS Main,0,5,32,37,0,0,1
10/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,7,84,91,3,6,2
10/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
10/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
9/05/2013,CCOM,CCOM Chirurgie,0,0,19,19,4,0,0
9/05/2013,CH Altkirch,Upatou,0,1,50,51,4,2,0
9/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,57,64,11,0,0
9/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,30,127,157,19,9,0
9/05/2013,CH de Guebwiller,UHTCD,1,3,52,56,0,3,0
9/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,28,38,8,1,0
9/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,24,127,152,14,13,3
9/05/2013,CH de Saverne,S.A.U. (ADULTES),0,6,50,56,7,5,0
9/05/2013,CH de Saverne,PEDIATRIE,3,0,30,33,2,1,0
9/05/2013,CH de Sélestat,Acceuil des urgences,1,9,80,90,12,3,2
9/05/2013,CH de Thann,Urgences,1,6,49,56,1,1,2
9/05/2013,CH de Wissembourg,Urgences ,1,5,39,45,8,1,2
9/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,15,73,88,25,2,1
9/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,38,38,14,0,0
9/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,1,0,68,69,4,3,0
9/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,14,86,100,30,0,0
9/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,51,68,13,13,0
9/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,54,56,9,0,0
9/05/2013,Clinique des Diaconesses,SOS Main,0,0,29,29,0,0,0
9/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,111,115,1,7,3
9/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
9/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
8/05/2013,CCOM,CCOM Chirurgie,0,1,21,22,2,0,0
8/05/2013,CH Altkirch,Upatou,0,4,40,44,4,2,0
8/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,6,0,49,55,7,0,0
8/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,25,92,117,9,11,0
8/05/2013,CH de Guebwiller,UHTCD,0,1,39,40,0,3,0
8/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,32,45,5,0,0
8/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,25,144,169,26,11,4
8/05/2013,CH de Saverne,S.A.U. (ADULTES),0,14,48,62,12,2,4
8/05/2013,CH de Saverne,PEDIATRIE,6,0,20,26,1,1,0
8/05/2013,CH de Sélestat,Acceuil des urgences,1,14,73,88,10,3,5
8/05/2013,CH de Thann,Urgences,0,3,40,43,1,0,4
8/05/2013,CH de Wissembourg,Urgences ,0,5,32,37,7,0,1
8/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,1,14,94,109,28,5,1
8/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,48,50,3,3,0
8/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,11,0,39,50,7,6,0
8/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,31,31,10,0,0
8/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,12,90,102,24,0,0
8/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,1,66,68,4,0,1
8/05/2013,Clinique des Diaconesses,SOS Main,0,0,29,29,12,0,0
8/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,4,82,87,0,5,3
8/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
8/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
7/05/2013,CCOM,CCOM Chirurgie,0,3,15,18,1,0,0
7/05/2013,CH Altkirch,Upatou,0,5,38,43,9,1,2
7/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,37,44,6,0,0
7/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,25,105,130,26,11,2
7/05/2013,CH de Guebwiller,UHTCD,0,2,40,42,0,0,3
7/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,23,36,6,1,0
7/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,3,25,130,158,18,9,1
7/05/2013,CH de Saverne,PEDIATRIE,3,0,14,17,1,2,0
7/05/2013,CH de Saverne,S.A.U. (ADULTES),0,11,42,53,9,9,0
7/05/2013,CH de Sélestat,Acceuil des urgences,2,18,85,105,15,3,4
7/05/2013,CH de Thann,Urgences,0,5,47,52,3,2,2
7/05/2013,CH de Wissembourg,Urgences ,2,6,25,33,5,0,2
7/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,29,68,97,50,8,3
7/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,42,46,3,3,0
7/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,10,0,47,57,3,3,0
7/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,22,22,4,0,0
7/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,18,88,106,40,0,0
7/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,7,48,56,6,0,0
7/05/2013,Clinique des Diaconesses,SOS Main,0,1,40,41,14,0,0
7/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,56,59,2,8,3
7/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
7/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,25,25,0,0,0
6/05/2013,CCOM,CCOM Chirurgie,0,3,30,33,2,0,0
6/05/2013,CH Altkirch,Upatou,0,5,39,44,4,0,2
6/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,46,53,10,0,0
6/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,29,120,149,13,9,1
6/05/2013,CH de Guebwiller,UHTCD,0,3,40,43,3,3,6
6/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,31,41,5,0,0
6/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,2,26,107,135,16,12,5
6/05/2013,CH de Saverne,S.A.U. (ADULTES),0,18,47,65,9,9,2
6/05/2013,CH de Saverne,PEDIATRIE,7,0,10,17,2,0,0
6/05/2013,CH de Sélestat,Acceuil des urgences,1,11,86,98,16,4,0
6/05/2013,CH de Thann,Urgences,0,8,49,57,7,1,2
6/05/2013,CH de Wissembourg,Urgences ,0,8,28,36,10,0,0
6/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,15,78,93,48,8,0
6/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,8,0,33,41,9,9,0
6/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,1,22,23,14,0,0
6/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,24,93,117,51,0,0
6/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,66,68,3,3,0
6/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),3,10,38,51,5,1,2
6/05/2013,Clinique des Diaconesses,SOS Main,0,3,45,48,2,0,0
6/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,6,67,73,1,5,3
6/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
6/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
5/05/2013,CCOM,CCOM Chirurgie,0,3,21,24,6,0,0
5/05/2013,CH Altkirch,Upatou,0,10,39,49,8,1,1
5/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,11,0,49,60,6,0,0
5/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,19,108,127,23,15,0
5/05/2013,CH de Guebwiller,UHTCD,0,3,50,53,0,2,3
5/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,6,0,29,35,5,2,0
5/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,22,130,153,27,10,3
5/05/2013,CH de Saverne,S.A.U. (ADULTES),0,11,60,71,15,4,0
5/05/2013,CH de Saverne,PEDIATRIE,6,0,15,21,3,1,0
5/05/2013,CH de Sélestat,Acceuil des urgences,2,7,90,99,17,5,1
5/05/2013,CH de Thann,Urgences,0,6,36,42,0,1,1
5/05/2013,CH de Wissembourg,Urgences ,0,11,53,64,10,1,2
5/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,12,92,104,46,1,0
5/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,58,60,5,5,0
5/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,95,110,21,0,1
5/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,10,0,38,48,5,4,0
5/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,17,17,4,0,0
5/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,3,50,53,4,0,3
5/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,90,93,1,4,4
5/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
5/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
4/05/2013,CCOM,CCOM Chirurgie,0,2,23,25,5,0,0
4/05/2013,CH Altkirch,Upatou,0,8,31,39,6,0,5
4/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,6,0,34,40,4,0,0
4/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,119,141,23,10,2
4/05/2013,CH de Guebwiller,UHTCD,0,5,37,42,0,3,1
4/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,25,36,2,0,0
4/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,26,90,116,20,7,0
4/05/2013,CH de Saverne,PEDIATRIE,7,0,13,20,4,0,0
4/05/2013,CH de Saverne,S.A.U. (ADULTES),0,17,44,61,15,4,1
4/05/2013,CH de Sélestat,Acceuil des urgences,2,19,72,93,21,5,0
4/05/2013,CH de Thann,Urgences,0,12,39,51,5,0,3
4/05/2013,CH de Wissembourg,Urgences ,0,13,47,60,13,2,1
4/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,22,83,105,45,2,1
4/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,59,62,4,4,0
4/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,20,79,99,26,0,0
4/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,9,0,42,51,7,6,0
4/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,1,22,23,8,0,0
4/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),2,5,42,49,5,0,0
4/05/2013,Clinique des Diaconesses,SOS Main,0,1,18,19,1,0,0
4/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,7,67,74,2,5,1
4/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
4/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
3/05/2013,CCOM,CCOM Chirurgie,0,0,28,28,6,0,0
3/05/2013,CH Altkirch,Upatou,0,6,21,27,3,0,1
3/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,5,0,36,41,16,0,0
3/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,105,129,26,9,0
3/05/2013,CH de Guebwiller,UHTCD,0,3,40,43,2,0,3
3/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,9,0,22,31,6,0,0
3/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,2,20,88,110,10,13,1
3/05/2013,CH de Saverne,PEDIATRIE,2,0,12,14,3,2,0
3/05/2013,CH de Saverne,S.A.U. (ADULTES),0,18,33,51,17,3,2
3/05/2013,CH de Sélestat,Acceuil des urgences,3,12,67,82,13,3,5
3/05/2013,CH de Thann,Urgences,0,3,32,35,1,1,2
3/05/2013,CH de Wissembourg,Urgences ,0,17,42,59,7,1,1
3/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,21,57,78,47,2,0
3/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,69,72,3,2,0
3/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,24,83,107,40,0,0
3/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,10,0,42,52,5,5,0
3/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,13,0,0
3/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,5,31,37,6,0,0
3/05/2013,Clinique des Diaconesses,SOS Main,0,1,35,36,0,0,0
3/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,5,66,71,1,4,0
3/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
3/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
2/05/2013,CCOM,CCOM Chirurgie,0,0,24,24,1,0,0
2/05/2013,CH Altkirch,Upatou,0,5,35,40,4,0,0
2/05/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,49,56,3,0,0
2/05/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,26,96,122,18,12,2
2/05/2013,CH de Guebwiller,UHTCD,0,7,52,59,3,4,2
2/05/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,12,0,30,42,10,1,0
2/05/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,20,123,144,10,13,5
2/05/2013,CH de Saverne,PEDIATRIE,3,0,13,16,3,0,0
2/05/2013,CH de Saverne,S.A.U. (ADULTES),0,13,46,59,10,8,2
2/05/2013,CH de Sélestat,Acceuil des urgences,0,9,80,89,15,4,1
2/05/2013,CH de Thann,Urgences,0,1,41,42,3,0,0
2/05/2013,CH de Wissembourg,Urgences ,0,9,23,32,5,0,1
2/05/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,59,76,45,6,2
2/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,13,0,47,60,8,8,0
2/05/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,8,0,0
2/05/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,20,86,106,55,0,0
2/05/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,1,0,69,70,3,3,0
2/05/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,5,39,44,4,0,1
2/05/2013,Clinique des Diaconesses,SOS Main,0,0,30,30,0,0,0
2/05/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,5,67,72,1,6,2
2/05/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
2/05/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
31/07/2013,CH Altkirch,Upatou,0,3,32,35,3,0,1
31/07/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,4,0,30,34,2,0,0
31/07/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,1,25,112,138,22,14,0
31/07/2013,CH de Guebwiller,UHTCD,0,12,42,54,2,0,0
